"Element","Area","Type","Control System Name","Area2","Component Name","Component Comments","Slc Name","Symbols Upload Id","Ltu Upload Id","First Sourced From","Active","Filename","Sector","Sector Location","Undulator Cell","Keyword","Barcode","Engineering Name","SumL (m)","SumL (ft)","Linac Z (m)","Linac Z (ft)","Ltu SumL (m)","Ltu SumL (ft)","Ltu Linac Z (m)","Ltu Linac Z (ft)","Local Area Drawing","Irmis Ioc Names","Element Comment","Sections","Begin Dbmark","Begin SumL (m)","End Dbmark","End SumL (m)","Bsa Device","Obstruction","Effective Length (m)","Rf Frequency (MHz)","Rf Amplitude (MeV)","Rf Phase (deg)","Rf Gradient (MeV/m)","Rf Power Fraction","Z Length (m)","Fringe Field Integral","Integrated Field BL (kG-m)","Field B (T)","Integrated Field Grad GL (kG)","Field Gradient G (T/m)","Xal Scale Name","Xal Scale Value","Xal Polarity","Magnet X Coor (m)","Magnet Y Coor (m)","Magnet Z Coor (m)","Magnet X Angle (rad)","Magnet Y Angle (rad)","Magnet Z Angle (rad)","Solenoid Strength KS (1/m)","Undulator Period Length (m)","Undulator Strength K","X Size (m)","Y Size (m)","Section","Dist From Section Start (m)","Xal Keyword","S Display","Ltu Rf Frequency (MHz)","Ltu Rf Amplitude (MeV)","Ltu Rf Phase (deg)","Ltu Rf Gradient (MeV/m)","Ltu Rf Power Fraction","Ltu Z Length (m)","Ltu Fringe Field Integral","Ltu Integrated Field BL (kG-m)","Ltu Field B (T)","Ltu Integrated Field Grad GL (kG)","Ltu Field Gradient G (T/m)","Ltu Xal Scale Name","Ltu Xal Scale Value","Ltu Xal Polarity","Ltu Magnet X Coor","Ltu Magnet Y Coor","Ltu Magnet Z Coor","Ltu Magnet X Angle","Ltu Magnet Y Angle","Ltu Magnet Z Angle","Ltu Solenoid Strength Ks","Ltu Undulator Period Length","Ltu Undulator Strength K","Ltu X Size","Ltu Y Size","Ltu Section","Ltu Dist From Section Start","Ltu Xal Keyword","Ltu S Display","Ioc Captar Search","Slc Captar Search","Operation Status","Op Status Date","Beampath"
"IM10591","DL10","MAD","TORO:IN10:591","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","IMON","","TOROID","14.79341321","48.53482","1014.388857","3328.047431","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","6.83751591","TORO","1013.93787358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TORO:IN10%25","TORO:%25","","","F2_ELEC, F2_SCAV,"
"BZ10596","DL10","MAD","BLEN:IN10:596","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","BLMO","","CERAMIC GAP","14.94341321","49.026946","1014.51173","3328.450558","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","6.98751591","BLMO","1014.08787358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BLEN:IN10%25","BLEN:%25","","","F2_ELEC, F2_SCAV,"
"BPM10631","DL10","MAD","BPMS:IN10:631","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","BPM","","STRIPLINE-1","15.91701552","52.22118","1015.309259","3331.067123","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","7.96111822","BPM","1015.06147589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:IN10%25","BPMS:%25","","","F2_ELEC, F2_SCAV,"
"QM10631","DL10","MAD","QUAD:IN10:631","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","QUAD","18063316","1.26Q3.5","15.91701552","52.22118","1015.309259","3331.067123","","","","","","","","	- NO SECTION -","","","","","N","N",".108","","","","","","","","","","5.108381356473","-4.729982737475","KG2T_GDL2G",".925925925926","-1","","","","","","","","","","","","DL10 TO L1F","7.96111822","QUAD","1015.06147589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:IN10%25","QUAD:%25","","","F2_ELEC, F2_SCAV,"
"XC10641","DL10","MAD","XCOR:IN10:641","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","XCOR","18063317X","CLASS_1A","16.11888762","52.88349","1015.474622","3331.609652","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","8.16299032","XCOR","1015.26334799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:IN10%25","XCOR:%25","","","F2_ELEC, F2_SCAV,"
"YC10642","DL10","MAD","YCOR:IN10:642","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","YCOR","18063317Y","CLASS_1A","16.11888762","52.88349","1015.474622","3331.609652","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","8.16299032","YCOR","1015.26334799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:IN10%25","YCOR:%25","","","F2_ELEC, F2_SCAV,"
"BPM10651","DL10","MAD","BPMS:IN10:651","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","BPM","","STRIPLINE-1","16.47283762","54.044743","1015.764561","3332.560896","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","8.51694032","BPM","1015.61729799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:IN10%25","BPMS:%25","","","F2_ELEC, F2_SCAV,"
"QM10651","DL10","MAD","QUAD:IN10:651","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","QUAD","18063319","1.26Q3.5","16.47283762","54.044743","1015.764561","3332.560896","","","","","","","","	- NO SECTION -","","","","","N","N",".108","","","","","","","","","","-5.184708522772","4.800656039603","KG2T_GDL2G",".925925925926","1","","","","","","","","","","","","DL10 TO L1F","8.51694032","QUAD","1015.61729799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:IN10%25","QUAD:%25","","","F2_ELEC, F2_SCAV,"
"BPN10END","DOG","MAD","","","","","","289","","SYMBOLS","A","AD_ACCEL","","","","INST","","","1026.118158","3366.52939","1016","3333.333333","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DOGLEG TO BYPASS","351.7131049","MARK","1016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","%25","%25","","",""
"BPN11BEG","DOG","MAD","","","","","","289","","SYMBOLS","A","AD_ACCEL","","","","INST","","","1026.118158","3366.52939","1016","3333.333333","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DOGLEG TO BYPASS","351.7131049","MARK","1016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","%25","%25","","",""
"BX10661","DL10","MAD","BEND:IN10:661","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","BEND","18063320","1.182D6.82T","16.85228362","55.289644","1016.079519","3333.594222","","","","","","","","	- NO SECTION -","","","","","N","N",".203992","","","","","",".203199998005",".45","-1.273506298665",".624292275513","0","0","KG2T_BDL2B",".490215302561","1","1016.081238",".541343","0","0","0","-.458149","","","","","","DL10 TO L1F","8.89638632","XBEND","1015.99674399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BEND:IN10%25","BEND:%25","","","F2_ELEC, F2_SCAV,"
"PR10711","DL10","MAD","OTRS:IN10:711","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","PROF","","OTR","17.35397962","56.935629","1016.55528","3335.155118","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","9.39808232","PROF","1016.49843999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OTRS:IN10%25","OTRS:%25","","","F2_ELEC, F2_SCAV,"
"XC10721","DL10","MAD","XCOR:IN10:721","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","XCOR","18063321X","CLASS_1A","17.51497962","57.463844","1016.708829","3335.658888","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","9.55908232","XCOR","1016.65943999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:IN10%25","XCOR:%25","","","F2_ELEC, F2_SCAV,"
"YC10722","DL10","MAD","YCOR:IN10:722","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","YCOR","18063321Y","CLASS_1A","17.51497962","57.463844","1016.708829","3335.658888","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","9.55908232","YCOR","1016.65943999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:IN10%25","YCOR:%25","","","F2_ELEC, F2_SCAV,"
"BPM10731","DL10","MAD","BPMS:IN10:731","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","BPM","","STRIPLINE-2","17.73407962","58.182676","1016.917788","3336.344449","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","9.77818232","BPM","1016.87853999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:IN10%25","BPMS:%25","","","F2_ELEC, F2_SCAV,"
"QB10731","DL10","MAD","QUAD:IN10:731","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","QUAD","18063323","1.085Q4.31","17.73407962","58.182676","1016.917788","3336.344449","","","","","","","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","9.872264444214","-9.243693299825","KG2T_GDL2G",".936329588015","-1","","","","","","","","","","","","DL10 TO L1F","9.77818232","QUAD","1016.87853999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:IN10%25","QUAD:%25","","","F2_ELEC, F2_SCAV,"
"BX10751","DL10","MAD","BEND:IN10:751","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","BEND","18063324","1.182D6.82T","18.61587562","61.075707","1017.760732","3339.110013","","","","","","","","	- NO SECTION -","","","","","N","N",".203992","","","","","",".203199998005",".45","-1.273506298665",".624292275513","0","0","KG2T_BDL2B",".490215302561","1","1017.761323",".011614","0","0","0","-.152716","","","","","","DL10 TO L1F","10.65997832","XBEND","1017.76033599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BEND:IN10%25","BEND:%25","","","F2_ELEC, F2_SCAV,"
"XC10761","DL10","MAD","XCOR:IN10:761","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","XCOR","18063325X","CLASS_1A","18.93917163","62.13639","1018.083632","3340.169396","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","10.98327433","XCOR","1018.083632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:IN10%25","XCOR:%25","","","F2_ELEC, F2_SCAV,"
"YC10762","DL10","MAD","YCOR:IN10:762","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","YCOR","18063325Y","CLASS_1A","18.93917163","62.13639","1018.083632","3340.169396","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","10.98327433","YCOR","1018.083632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:IN10%25","YCOR:%25","","","F2_ELEC, F2_SCAV,"
"BPM10771","DL10","MAD","BPMS:IN10:771","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","BPM","","STRIPLINE-1","19.13385463","62.775114","1018.278315","3340.80812","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","11.17795733","BPM","1018.278315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:IN10%25","BPMS:%25","","","F2_ELEC, F2_SCAV,"
"QM10771","DL10","MAD","QUAD:IN10:771","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","QUAD","18063327","1.26Q3.5","19.13385463","62.775114","1018.278315","3340.80812","","","","","","","","	- NO SECTION -","","","","","N","N",".108","","","","","","","","","","-4.985357274864","4.6160715508","KG2T_GDL2G",".925925925926","1","","","","","","","","","","","","DL10 TO L1F","11.17795733","QUAD","1018.278315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:IN10%25","QUAD:%25","","","F2_ELEC, F2_SCAV,"
"BPM10781","DL10","MAD","BPMS:IN10:781","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","BPM","","STRIPLINE-1","19.53902163","64.104402","1018.683482","3342.137408","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","11.58312433","BPM","1018.683482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:IN10%25","BPMS:%25","","","F2_ELEC, F2_SCAV,"
"QM10781","DL10","MAD","QUAD:IN10:781","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","QUAD","18063328","1.26Q3.5","19.53902163","64.104402","1018.683482","3342.137408","","","","","","","","	- NO SECTION -","","","","","N","N",".108","","","","","","","","","","5.527816120892","-5.118348260085","KG2T_GDL2G",".925925925926","-1","","","","","","","","","","","","DL10 TO L1F","11.58312433","QUAD","1018.683482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:IN10%25","QUAD:%25","","","F2_ELEC, F2_SCAV,"
"IM10791","DL10","MAD","TORO:IN10:791","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","IMON","","TOROID","19.73322163","64.741541","1018.877682","3342.774547","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","11.77732433","TORO","1018.877682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TORO:IN10%25","TORO:%25","","","F2_ELEC, F2_SCAV,"
"VV10795","DL10","MAD","VVPG:IN10:795","DL10","","","","291","","SYMBOLS","A","FACET2","S10","","","INST","","","19.79066963","64.930018","1018.93513","3342.963025","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","DL10 TO L1F","11.83477233","INST","1018.93513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","VVPG:IN10%25","VVPG:%25","","","F2_ELEC, F2_SCAV,"
"XC11104","L1F","MAD","XCOR:LI11:104","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","XCOR","","TYPE-4","20.34410163","66.74574","1019.488562","3344.778747","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","L1F TO BC11 CHICANE",".453432","XCOR","1019.488562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI11%25","XCOR:%25","","","F2_ELEC, F2_SCAV,"
"YC11105","L1F","MAD","YCOR:LI11:105","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","YCOR","","TYPE-4","20.34410163","66.74574","1019.488562","3344.778747","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","L1F TO BC11 CHICANE",".453432","YCOR","1019.488562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI11%25","YCOR:%25","","","F2_ELEC, F2_SCAV,"
"K11_1B","L1F","MAD","KLYS:LI11:11","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","LCAV","","9.4FT","21.32526963","69.964795","1020.46973","3347.997802","","","","","","","","	- NO SECTION -","","","","","N","N","2.8692","2856","44.672555306","-20.4999999984","15.569690264185",".5","","","","","","","","","","","","","","","","","","","","","L1F TO BC11 CHICANE","1.4346","BNCH","1020.46973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI11%25","KLYS:%25","","","F2_ELEC, F2_SCAV,"
"BPM11132","L1F","MAD","BPMS:LI11:132","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","BPM","","STRIPLINE-2","22.85073963","74.969618","1021.9952","3353.002625","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","L1F TO BC11 CHICANE","2.96007","BPM","1021.9952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI11%25","BPMS:%25","","","F2_ELEC, F2_SCAV,"
"QA11132","L1F","MAD","QUAD:LI11:132","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","QUAD","QA11132","1.085Q4.31","22.85073963","74.969618","1021.9952","3353.002625","","","","","","","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","-1.80202756855","1.687291730852","KG2T_GDL2G",".936329588015","1","","","","","","","","","","","","L1F TO BC11 CHICANE","2.96007","QUAD","1021.9952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:LI11%25","QUAD:%25","","","F2_ELEC, F2_SCAV,"
"XC11140","L1F","MAD","XCOR:LI11:140","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","XCOR","","TYPE-4","23.60366963","77.439861","1022.74813","3355.472867","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","L1F TO BC11 CHICANE","3.713","XCOR","1022.74813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI11%25","XCOR:%25","","","F2_ELEC, F2_SCAV,"
"YC11141","L1F","MAD","YCOR:LI11:141","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","YCOR","","TYPE-4","23.60366963","77.439861","1022.74813","3355.472867","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","L1F TO BC11 CHICANE","3.713","YCOR","1022.74813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI11%25","YCOR:%25","","","F2_ELEC, F2_SCAV,"
"K11_1C","L1F","MAD","KLYS:LI11:11","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","LCAV","","10FT","24.45681963","80.23891","1023.60128","3358.271916","","","","","","","","	- NO SECTION -","","","","","N","N","3.0441","2856","33.513816723","-20.4999999984","11.009433567557",".25","","","","","","","","","","","","","","","","","","","","","L1F TO BC11 CHICANE","4.56615","BNCH","1023.60128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI11%25","KLYS:%25","","","F2_ELEC, F2_SCAV,"
"K11_1D","L1F","MAD","KLYS:LI11:11","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","LCAV","","10FT","27.50091963","90.226114","1026.64538","3368.259121","","","","","","","","	- NO SECTION -","","","","","N","N","3.0441","2856","33.51381672","-20.4999999984","11.009433566571",".25","","","","","","","","","","","","","","","","","","","","","L1F TO BC11 CHICANE","7.61025","BNCH","1026.64538","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI11%25","KLYS:%25","","","F2_ELEC, F2_SCAV,"
"BPM11201","L1F","MAD","BPMS:LI11:201","L1F","","","","291","","SYMBOLS","A","FACET2","S11","","","BPM","","STRIPLINE-2","29.11056963","95.507118","1028.25503","3373.540125","","","","","","SIOC-SYS1-BP00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","L1F TO BC11 CHICANE","9.2199","BPM","1028.25503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI11%25","BPMS:%25","","","F2_ELEC, F2_SCAV,"
